0.5 4.7913 0.0154779
1 3.1046 0.0124591
1.5 2.41165 0.010981
2 1.9463 0.00986484
2.5 1.627 0.00901942
3 1.3917 0.00834176
3.5 1.21855 0.00780561
4 1.0526 0.00725465
4.5 0.93375 0.00683283
5 0.8223 0.0064121
5.5 0.7493 0.00612087
6 0.6831 0.00584423
6.5 0.6012 0.0054827
7 0.55205 0.00525381
7.5 0.50295 0.00501473
8 0.46135 0.00480286
8.5 0.41615 0.00456152
9 0.38825 0.00440596
9.5 0.3483 0.00417313
10 0.32295 0.0040184
